"date","club_1","goals_1","par_1","club_2","goals_2","par_2","tournament"
"02.07.2016","Aragua",4,,"Llaneros",1,,"Primera Division"
"29.05.2016","Zamora",3,,"Dep. Anzoategui",1,,"Primera Division"
"25.05.2016","Dep. Anzoategui",1,,"Zamora",1,,"Primera Division"
"22.05.2016","Zamora",2,,"Caracas",0,,"Primera Division"
"22.05.2016","Dep. Anzoategui",6,,"Aragua",0,,"Primera Division"
"18.05.2016","Caracas",0,,"Zamora",2,,"Primera Division"
"18.05.2016","Aragua",1,,"Dep. Anzoategui",1,,"Primera Division"
"15.05.2016","Zamora",0,,"Trujillanos",1,,"Primera Division"
"15.05.2016","Dep. Tachira",2,,"Aragua",2,,"Primera Division"
"15.05.2016","La Guaira",0,,"Caracas",1,,"Primera Division"
"14.05.2016","Dep. Anzoategui",3,,"Mineros",1,,"Primera Division"
"12.05.2016","Trujillanos",2,,"Zamora",3,,"Primera Division"
"11.05.2016","Caracas",2,,"La Guaira",1,,"Primera Division"
"11.05.2016","Mineros",0,,"Dep. Anzoategui",1,,"Primera Division"
"11.05.2016","Aragua",1,,"Dep. Tachira",0,,"Primera Division"
"07.05.2016","Dep. Tachira",2,,"La Guaira",1,,"Primera Division"
"04.05.2016","Carabobo",4,,"Monagas",0,,"Primera Division"
"04.05.2016","Dep. Anzoategui",0,,"Urena",0,,"Primera Division"
"04.05.2016","Estudiantes Merida",0,,"Trujillanos",1,,"Primera Division"
"04.05.2016","Mineros",1,,"Aragua",2,,"Primera Division"
"04.05.2016","Petare",0,,"Portuguesa",3,,"Primera Division"
"04.05.2016","Estudiantes Caracas",0,,"Zulia",2,,"Primera Division"
"04.05.2016","Llaneros",0,,"Caracas",1,,"Primera Division"
"04.05.2016","JBL Zulia",4,,"Atl. Venezuela",1,,"Primera Division"
"04.05.2016","Lara",3,,"Zamora",1,,"Primera Division"
"01.05.2016","Zamora",5,,"Estudiantes Merida",0,,"Primera Division"
"01.05.2016","La Guaira",2,,"Estudiantes Caracas",1,,"Primera Division"
"01.05.2016","Monagas",1,,"Petare",0,,"Primera Division"
"01.05.2016","Trujillanos",1,,"JBL Zulia",2,,"Primera Division"
"01.05.2016","Urena",2,,"Carabobo",1,,"Primera Division"
"01.05.2016","Zulia",3,,"Lara",1,,"Primera Division"
"01.05.2016","Portuguesa",2,,"Llaneros",2,,"Primera Division"
"30.04.2016","Caracas",2,,"Mineros",2,,"Primera Division"
"30.04.2016","Aragua",2,,"Dep. Tachira",0,,"Primera Division"
"30.04.2016","Atl. Venezuela",0,,"Dep. Anzoategui",1,,"Primera Division"
"28.04.2016","Trujillanos",1,,"Carabobo",1,,"Primera Division"
"25.04.2016","Dep. Anzoategui",1,,"Trujillanos",1,,"Primera Division"
"24.04.2016","Dep. Tachira",1,,"Caracas",1,,"Primera Division"
"24.04.2016","Carabobo",2,,"Atl. Venezuela",1,,"Primera Division"
"24.04.2016","Mineros",5,,"Llaneros",2,,"Primera Division"
"24.04.2016","Estudiantes Caracas",2,,"Aragua",3,,"Primera Division"
"24.04.2016","Estudiantes Merida",0,,"Zulia",2,,"Primera Division"
"24.04.2016","Petare",2,,"Urena",0,,"Primera Division"
"24.04.2016","JBL Zulia",1,,"Zamora",2,,"Primera Division"
"24.04.2016","Lara",2,,"La Guaira",1,,"Primera Division"
"24.04.2016","Portuguesa",0,,"Monagas",0,,"Primera Division"
"21.04.2016","Zamora",3,,"Dep. Anzoategui",0,,"Primera Division"
"21.04.2016","La Guaira",3,,"Estudiantes Merida",1,,"Primera Division"
"20.04.2016","Urena",0,,"Monagas",2,,"Primera Division"
"20.04.2016","Caracas",2,,"Estudiantes Caracas",0,,"Primera Division"
"20.04.2016","Mineros",1,,"Portuguesa",1,,"Primera Division"
"20.04.2016","Atl. Venezuela",1,,"Petare",0,,"Primera Division"
"20.04.2016","Zulia",0,,"JBL Zulia",1,,"Primera Division"
"20.04.2016","Aragua",2,,"Lara",0,,"Primera Division"
"20.04.2016","Llaneros",0,,"Dep. Tachira",2,,"Primera Division"
"17.04.2016","Carabobo",3,,"Zamora",2,,"Primera Division"
"17.04.2016","Dep. Tachira",1,,"Mineros",0,,"Primera Division"
"17.04.2016","Estudiantes Merida",1,,"Aragua",0,,"Primera Division"
"17.04.2016","Estudiantes Caracas",1,,"Llaneros",1,,"Primera Division"
"17.04.2016","Petare",0,,"Trujillanos",0,,"Primera Division"
"17.04.2016","JBL Zulia",2,,"La Guaira",1,,"Primera Division"
"17.04.2016","Portuguesa",0,,"Urena",2,,"Primera Division"
"16.04.2016","Dep. Anzoategui",2,,"Zulia",2,,"Primera Division"
"16.04.2016","Lara",1,,"Caracas",1,,"Primera Division"
"16.04.2016","Monagas",2,,"Atl. Venezuela",3,,"Primera Division"
"13.04.2016","Mineros",0,,"Estudiantes Merida",0,,"Primera Division"
"10.04.2016","Caracas",2,,"Estudiantes Merida",3,,"Primera Division"
"10.04.2016","Zamora",1,,"Petare",0,,"Primera Division"
"10.04.2016","Mineros",1,,"Estudiantes Caracas",1,,"Primera Division"
"10.04.2016","Atl. Venezuela",1,,"Urena",2,,"Primera Division"
"10.04.2016","Llaneros",1,,"Lara",0,,"Primera Division"
"10.04.2016","Zulia",1,,"Carabobo",0,,"Primera Division"
"09.04.2016","Dep. Tachira",1,,"Portuguesa",1,,"Primera Division"
"09.04.2016","La Guaira",1,,"Dep. Anzoategui",1,,"Primera Division"
"09.04.2016","Trujillanos",1,,"Monagas",1,,"Primera Division"
"09.04.2016","Aragua",0,,"JBL Zulia",2,,"Primera Division"
"06.04.2016","Carabobo",1,,"La Guaira",1,,"Primera Division"
"06.04.2016","Dep. Anzoategui",2,,"Aragua",2,,"Primera Division"
"06.04.2016","Estudiantes Merida",1,,"Llaneros",0,,"Primera Division"
"06.04.2016","Monagas",0,,"Zamora",3,,"Primera Division"
"06.04.2016","Petare",0,,"Zulia",0,,"Primera Division"
"06.04.2016","Lara",1,,"Mineros",3,,"Primera Division"
"06.04.2016","JBL Zulia",2,,"Caracas",1,,"Primera Division"
"06.04.2016","Portuguesa",2,,"Atl. Venezuela",1,,"Primera Division"
"03.04.2016","Zamora",3,,"Urena",1,,"Primera Division"
"03.04.2016","Caracas",1,,"Dep. Anzoategui",1,,"Primera Division"
"03.04.2016","Estudiantes Caracas",1,,"Portuguesa",0,,"Primera Division"
"03.04.2016","Llaneros",1,,"JBL Zulia",0,,"Primera Division"
"03.04.2016","Zulia",2,,"Monagas",2,,"Primera Division"
"02.04.2016","La Guaira",3,,"Petare",1,,"Primera Division"
"02.04.2016","Aragua",2,,"Carabobo",2,,"Primera Division"
"01.04.2016","Dep. Tachira",0,,"Lara",0,,"Primera Division"
"01.04.2016","Trujillanos",0,,"Atl. Venezuela",0,,"Primera Division"
"27.03.2016","Urena",1,,"Trujillanos",0,,"Primera Division"
"27.03.2016","Estudiantes Caracas",0,,"Dep. Tachira",1,,"Primera Division"
"26.03.2016","Mineros",2,,"Zulia",2,,"Primera Division"
"23.03.2016","Dep. Tachira",1,,"JBL Zulia",0,,"Primera Division"
"23.03.2016","Trujillanos",1,,"Aragua",1,,"Primera Division"
"23.03.2016","Portuguesa",0,,"Caracas",0,,"Primera Division"
"20.03.2016","Carabobo",1,,"Caracas",0,,"Primera Division"
"20.03.2016","Lara",4,,"Estudiantes Caracas",1,,"Primera Division"
"20.03.2016","Dep. Anzoategui",3,,"Llaneros",1,,"Primera Division"
"20.03.2016","Estudiantes Merida",1,,"Dep. Tachira",4,,"Primera Division"
"20.03.2016","Monagas",1,,"La Guaira",3,,"Primera Division"
"20.03.2016","Urena",1,,"Zulia",1,,"Primera Division"
"20.03.2016","JBL Zulia",0,,"Mineros",1,,"Primera Division"
"20.03.2016","Petare",0,,"Aragua",1,,"Primera Division"
"20.03.2016","Portuguesa",0,,"Trujillanos",3,,"Primera Division"
"19.03.2016","Atl. Venezuela",2,,"Zamora",2,,"Primera Division"
"17.03.2016","La Guaira",1,,"Urena",1,,"Primera Division"
"16.03.2016","Mineros",4,,"Dep. Anzoategui",1,,"Primera Division"
"16.03.2016","Caracas",2,,"Petare",1,,"Primera Division"
"16.03.2016","Lara",1,,"Portuguesa",1,,"Primera Division"
"16.03.2016","Llaneros",2,,"Carabobo",0,,"Primera Division"
"16.03.2016","Aragua",0,,"Monagas",0,,"Primera Division"
"16.03.2016","Zulia",1,,"Atl. Venezuela",1,,"Primera Division"
"16.03.2016","Estudiantes Caracas",3,,"Estudiantes Merida",2,,"Primera Division"
"13.03.2016","Carabobo",0,,"Mineros",1,,"Primera Division"
"13.03.2016","Estudiantes Merida",2,,"Lara",1,,"Primera Division"
"13.03.2016","Monagas",0,,"Caracas",4,,"Primera Division"
"13.03.2016","Trujillanos",2,,"Zulia",1,,"Primera Division"
"13.03.2016","Urena",0,,"Aragua",2,,"Primera Division"
"13.03.2016","Atl. Venezuela",1,,"La Guaira",2,,"Primera Division"
"13.03.2016","JBL Zulia",2,,"Estudiantes Caracas",2,,"Primera Division"
"12.03.2016","Dep. Anzoategui",1,,"Dep. Tachira",1,,"Primera Division"
"12.03.2016","Petare",1,,"Llaneros",0,,"Primera Division"
"12.03.2016","Portuguesa",1,,"Zamora",2,,"Primera Division"
"09.03.2016","Caracas",1,,"Trujillanos",1,,"Primera Division"
"06.03.2016","Caracas",2,,"Urena",1,,"Primera Division"
"06.03.2016","Dep. Tachira",1,,"Carabobo",1,,"Primera Division"
"06.03.2016","Lara",2,,"JBL Zulia",1,,"Primera Division"
"06.03.2016","Mineros",6,,"Petare",1,,"Primera Division"
"06.03.2016","Estudiantes Caracas",2,,"Dep. Anzoategui",3,,"Primera Division"
"06.03.2016","Estudiantes Merida",1,,"Portuguesa",2,,"Primera Division"
"06.03.2016","Llaneros",0,,"Monagas",1,,"Primera Division"
"06.03.2016","Zulia",1,,"Zamora",0,,"Primera Division"
"05.03.2016","La Guaira",2,,"Trujillanos",0,,"Primera Division"
"05.03.2016","Aragua",3,,"Atl. Venezuela",3,,"Primera Division"
"03.03.2016","Petare",0,,"Dep. Tachira",1,,"Primera Division"
"03.03.2016","Portuguesa",1,,"Zulia",2,,"Primera Division"
"02.03.2016","Zamora",2,,"La Guaira",0,,"Primera Division"
"02.03.2016","Dep. Anzoategui",2,,"Lara",1,,"Primera Division"
"02.03.2016","Urena",0,,"Llaneros",0,,"Primera Division"
"02.03.2016","Carabobo",3,,"Estudiantes Caracas",0,,"Primera Division"
"02.03.2016","Monagas",1,,"Mineros",3,,"Primera Division"
"02.03.2016","Atl. Venezuela",0,,"Caracas",0,,"Primera Division"
"02.03.2016","JBL Zulia",1,,"Estudiantes Merida",2,,"Primera Division"
"28.02.2016","La Guaira",3,,"Zulia",2,,"Primera Division"
"28.02.2016","Mineros",4,,"Urena",3,,"Primera Division"
"28.02.2016","Dep. Tachira",3,,"Monagas",0,,"Primera Division"
"28.02.2016","Estudiantes Merida",1,,"Dep. Anzoategui",2,,"Primera Division"
"28.02.2016","Estudiantes Caracas",2,,"Petare",2,,"Primera Division"
"28.02.2016","JBL Zulia",0,,"Portuguesa",0,,"Primera Division"
"28.02.2016","Llaneros",0,,"Atl. Venezuela",3,,"Primera Division"
"27.02.2016","Lara",3,,"Carabobo",2,,"Primera Division"
"27.02.2016","Aragua",2,,"Zamora",2,,"Primera Division"
"21.02.2016","Zamora",1,,"Caracas",1,,"Primera Division"
"21.02.2016","Carabobo",2,,"Estudiantes Merida",1,,"Primera Division"
"21.02.2016","Atl. Venezuela",1,,"Mineros",1,,"Primera Division"
"21.02.2016","Monagas",0,,"Estudiantes Caracas",0,,"Primera Division"
"21.02.2016","Petare",0,,"Lara",0,,"Primera Division"
"21.02.2016","Trujillanos",3,,"Llaneros",0,,"Primera Division"
"21.02.2016","Urena",0,,"Dep. Tachira",2,,"Primera Division"
"21.02.2016","Zulia",2,,"Aragua",1,,"Primera Division"
"20.02.2016","Dep. Anzoategui",1,,"JBL Zulia",0,,"Primera Division"
"20.02.2016","Portuguesa",1,,"La Guaira",1,,"Primera Division"
"18.02.2016","Estudiantes Caracas",1,,"Urena",3,,"Primera Division"
"17.02.2016","Caracas",1,,"Zulia",0,,"Primera Division"
"17.02.2016","Dep. Anzoategui",1,,"Portuguesa",0,,"Primera Division"
"17.02.2016","Estudiantes Merida",1,,"Petare",0,,"Primera Division"
"17.02.2016","Mineros",2,,"Trujillanos",3,,"Primera Division"
"17.02.2016","Lara",2,,"Monagas",0,,"Primera Division"
"17.02.2016","Llaneros",0,,"Zamora",0,,"Primera Division"
"17.02.2016","Aragua",1,,"La Guaira",0,,"Primera Division"
"17.02.2016","JBL Zulia",3,,"Carabobo",1,,"Primera Division"
"14.02.2016","Zamora",3,,"Mineros",0,,"Primera Division"
"14.02.2016","Atl. Venezuela",0,,"Estudiantes Caracas",0,,"Primera Division"
"14.02.2016","Monagas",4,,"Estudiantes Merida",0,,"Primera Division"
"14.02.2016","Petare",1,,"JBL Zulia",0,,"Primera Division"
"14.02.2016","Zulia",0,,"Llaneros",0,,"Primera Division"
"14.02.2016","Portuguesa",2,,"Aragua",2,,"Primera Division"
"14.02.2016","Urena",0,,"Lara",0,,"Primera Division"
"13.02.2016","La Guaira",0,,"Caracas",0,,"Primera Division"
"12.02.2016","Carabobo",2,,"Dep. Anzoategui",0,,"Primera Division"
"12.02.2016","Trujillanos",1,,"Dep. Tachira",0,,"Primera Division"
"07.02.2016","Zamora",3,,"Trujillanos",1,,"Primera Division"
"07.02.2016","Dep. Tachira",2,,"Atl. Venezuela",1,,"Primera Division"
"05.02.2016","Caracas",1,,"Aragua",0,,"Primera Division"
"04.02.2016","Dep. Tachira",1,,"Zamora",2,,"Primera Division"
"04.02.2016","Carabobo",0,,"Portuguesa",0,,"Primera Division"
"04.02.2016","Dep. Anzoategui",1,,"Petare",1,,"Primera Division"
"04.02.2016","Estudiantes Merida",2,,"Urena",1,,"Primera Division"
"04.02.2016","Lara",3,,"Atl. Venezuela",0,,"Primera Division"
"04.02.2016","Llaneros",1,,"La Guaira",1,,"Primera Division"
"04.02.2016","Estudiantes Caracas",1,,"Trujillanos",1,,"Primera Division"
"04.02.2016","JBL Zulia",1,,"Monagas",0,,"Primera Division"
"31.01.2016","Llaneros",1,,"Aragua",1,,"Primera Division"
"31.01.2016","Monagas",0,,"Dep. Anzoategui",2,,"Primera Division"
"31.01.2016","Petare",1,,"Carabobo",1,,"Primera Division"
"31.01.2016","Trujillanos",1,,"Lara",0,,"Primera Division"
"31.01.2016","Atl. Venezuela",2,,"Estudiantes Merida",1,,"Primera Division"
"31.01.2016","Urena",2,,"JBL Zulia",1,,"Primera Division"
"30.01.2016","Zulia",1,,"Dep. Tachira",3,,"Primera Division"
"29.01.2016","La Guaira",2,,"Mineros",1,,"Primera Division"
"28.01.2016","Zamora",2,,"Estudiantes Caracas",1,,"Primera Division"
"13.12.2015","La Guaira",1,,"Zamora",0,,"Primera Division"
"09.12.2015","Zamora",2,,"La Guaira",0,,"Primera Division"
"03.12.2015","Metropolitanos",1,,"JBL Zulia",1,,"Primera Division"
"02.12.2015","Zamora",4,,"Mineros",1,,"Primera Division"
"02.12.2015","La Guaira",2,,"Aragua",0,,"Primera Division"
"29.11.2015","Aragua",0,,"La Guaira",2,,"Primera Division"
"29.11.2015","Mineros",2,,"Zamora",3,,"Primera Division"
"28.11.2015","JBL Zulia",2,,"Metropolitanos",2,,"Primera Division"
"25.11.2015","La Guaira",2,,"Lara",0,,"Primera Division"
"25.11.2015","Zamora",3,,"Caracas",1,,"Primera Division"
"25.11.2015","Dep. Tachira",2,,"Mineros",0,,"Primera Division"
"25.11.2015","Zulia",1,,"Aragua",1,,"Primera Division"
"22.11.2015","Aragua",0,,"Zulia",0,,"Primera Division"
"22.11.2015","Caracas",1,,"Zamora",1,,"Primera Division"
"22.11.2015","Lara",0,,"La Guaira",2,,"Primera Division"
"22.11.2015","Mineros",4,,"Dep. Tachira",1,,"Primera Division"
"19.11.2015","La Guaira",2,,"Dep. Anzoategui",1,,"Primera Division"
"18.11.2015","Atl. Venezuela",2,,"Urena",3,,"Primera Division"
"18.11.2015","Carabobo",1,,"Aragua",1,,"Primera Division"
"18.11.2015","Caracas",0,,"Llaneros",0,,"Primera Division"
"18.11.2015","Dep. Tachira",2,,"Metropolitanos",3,,"Primera Division"
"18.11.2015","Mineros",4,,"Estudiantes Caracas",0,,"Primera Division"
"18.11.2015","Portuguesa",1,,"Petare",2,,"Primera Division"
"18.11.2015","Tucanes",0,,"Lara",0,,"Primera Division"
"18.11.2015","Zamora",2,,"Trujillanos",2,,"Primera Division"
"18.11.2015","Zulia",4,,"Estudiantes Merida",0,,"Primera Division"
"12.11.2015","La Guaira",0,,"Mineros",0,,"Primera Division"
"08.11.2015","Aragua",3,,"Portuguesa",1,,"Primera Division"
"08.11.2015","Estudiantes Merida",1,,"Mineros",1,,"Primera Division"
"08.11.2015","Llaneros",1,,"Tucanes",0,,"Primera Division"
"08.11.2015","Petare",0,,"Zulia",2,,"Primera Division"
"08.11.2015","Trujillanos",1,,"Caracas",0,,"Primera Division"
"08.11.2015","Estudiantes Caracas",4,,"Atl. Venezuela",3,,"Primera Division"
"08.11.2015","Lara",1,,"Carabobo",1,,"Primera Division"
"08.11.2015","Urena",1,,"Dep. Tachira",3,,"Primera Division"
"07.11.2015","Dep. Anzoategui",2,,"Zamora",4,,"Primera Division"
"07.11.2015","Metropolitanos",1,,"La Guaira",2,,"Primera Division"
"05.11.2015","La Guaira",5,,"Urena",1,,"Primera Division"
"04.11.2015","Dep. Tachira",4,,"Estudiantes Caracas",0,,"Primera Division"
"04.11.2015","Caracas",2,,"Dep. Anzoategui",1,,"Primera Division"
"04.11.2015","Mineros",4,,"Petare",0,,"Primera Division"
"04.11.2015","Zamora",4,,"Metropolitanos",0,,"Primera Division"
"04.11.2015","Atl. Venezuela",1,,"Estudiantes Merida",0,,"Primera Division"
"04.11.2015","Lara",3,,"Llaneros",1,,"Primera Division"
"04.11.2015","Zulia",4,,"Aragua",1,,"Primera Division"
"04.11.2015","Portuguesa",0,,"Carabobo",1,,"Primera Division"
"04.11.2015","Tucanes",2,,"Trujillanos",0,,"Primera Division"
"01.11.2015","Carabobo",0,,"Zulia",0,,"Primera Division"
"01.11.2015","Estudiantes Caracas",0,,"La Guaira",0,,"Primera Division"
"01.11.2015","Petare",0,,"Atl. Venezuela",2,,"Primera Division"
"01.11.2015","Portuguesa",2,,"Lara",0,,"Primera Division"
"01.11.2015","Urena",2,,"Zamora",5,,"Primera Division"
"31.10.2015","Dep. Anzoategui",2,,"Tucanes",0,,"Primera Division"
"31.10.2015","Estudiantes Merida",1,,"Dep. Tachira",1,,"Primera Division"
"31.10.2015","Aragua",1,,"Mineros",2,,"Primera Division"
"31.10.2015","Metropolitanos",1,,"Caracas",3,,"Primera Division"
"31.10.2015","Trujillanos",2,,"Llaneros",1,,"Primera Division"
"25.10.2015","Zamora",2,,"Estudiantes Caracas",0,,"Primera Division"
"25.10.2015","Caracas",2,,"Urena",0,,"Primera Division"
"25.10.2015","Dep. Tachira",7,,"Petare",0,,"Primera Division"
"25.10.2015","Llaneros",0,,"Dep. Anzoategui",0,,"Primera Division"
"25.10.2015","Mineros",1,,"Carabobo",1,,"Primera Division"
"25.10.2015","Atl. Venezuela",1,,"Aragua",2,,"Primera Division"
"25.10.2015","Lara",0,,"Trujillanos",2,,"Primera Division"
"25.10.2015","Zulia",2,,"Portuguesa",1,,"Primera Division"
"25.10.2015","Tucanes",3,,"Metropolitanos",1,,"Primera Division"
"24.10.2015","La Guaira",3,,"Estudiantes Merida",2,,"Primera Division"
"18.10.2015","Aragua",2,,"Dep. Tachira",2,,"Primera Division"
"18.10.2015","Carabobo",2,,"Atl. Venezuela",0,,"Primera Division"
"18.10.2015","Estudiantes Caracas",0,,"Caracas",0,,"Primera Division"
"18.10.2015","Estudiantes Merida",1,,"Zamora",2,,"Primera Division"
"18.10.2015","Petare",0,,"La Guaira",1,,"Primera Division"
"18.10.2015","Zulia",1,,"Lara",2,,"Primera Division"
"18.10.2015","Portuguesa",2,,"Mineros",1,,"Primera Division"
"18.10.2015","Urena",1,,"Tucanes",1,,"Primera Division"
"17.10.2015","Dep. Anzoategui",1,,"Trujillanos",1,,"Primera Division"
"17.10.2015","Metropolitanos",2,,"Llaneros",0,,"Primera Division"
"11.10.2015","Mineros",2,,"Zulia",2,,"Primera Division"
"11.10.2015","Trujillanos",0,,"Carabobo",1,,"Primera Division"
"10.10.2015","La Guaira",3,,"Lara",0,,"Primera Division"
"04.10.2015","Zamora",3,,"Petare",1,,"Primera Division"
"04.10.2015","Caracas",3,,"Estudiantes Merida",0,,"Primera Division"
"04.10.2015","Dep. Tachira",5,,"Carabobo",0,,"Primera Division"
"04.10.2015","Atl. Venezuela",1,,"Portuguesa",2,,"Primera Division"
"04.10.2015","Llaneros",5,,"Urena",0,,"Primera Division"
"04.10.2015","Lara",2,,"Dep. Anzoategui",0,,"Primera Division"
"04.10.2015","Tucanes",0,,"Estudiantes Caracas",1,,"Primera Division"
"03.10.2015","La Guaira",0,,"Aragua",2,,"Primera Division"
"03.10.2015","Trujillanos",2,,"Metropolitanos",1,,"Primera Division"
"27.09.2015","Aragua",0,,"Zamora",0,,"Primera Division"
"27.09.2015","Estudiantes Caracas",1,,"Llaneros",1,,"Primera Division"
"27.09.2015","Estudiantes Merida",1,,"Tucanes",0,,"Primera Division"
"27.09.2015","Mineros",1,,"Lara",0,,"Primera Division"
"27.09.2015","Petare",1,,"Caracas",1,,"Primera Division"
"27.09.2015","Carabobo",2,,"La Guaira",3,,"Primera Division"
"27.09.2015","Zulia",1,,"Atl. Venezuela",1,,"Primera Division"
"27.09.2015","Portuguesa",1,,"Dep. Tachira",3,,"Primera Division"
"27.09.2015","Urena",0,,"Trujillanos",1,,"Primera Division"
"26.09.2015","Metropolitanos",0,,"Dep. Anzoategui",1,,"Primera Division"
"21.09.2015","La Guaira",3,,"Portuguesa",1,,"Primera Division"
"20.09.2015","Zamora",2,,"Carabobo",1,,"Primera Division"
"20.09.2015","Caracas",1,,"Aragua",2,,"Primera Division"
"20.09.2015","Atl. Venezuela",2,,"Mineros",0,,"Primera Division"
"20.09.2015","Llaneros",2,,"Estudiantes Merida",1,,"Primera Division"
"20.09.2015","Lara",2,,"Metropolitanos",1,,"Primera Division"
"20.09.2015","Tucanes",1,,"Petare",1,,"Primera Division"
"19.09.2015","Dep. Anzoategui",4,,"Urena",1,,"Primera Division"
"19.09.2015","Dep. Tachira",2,,"Zulia",2,,"Primera Division"
"19.09.2015","Trujillanos",3,,"Estudiantes Caracas",0,,"Primera Division"
"13.09.2015","Aragua",1,,"Tucanes",0,,"Primera Division"
"13.09.2015","Atl. Venezuela",0,,"Lara",3,,"Primera Division"
"13.09.2015","Estudiantes Merida",2,,"Trujillanos",0,,"Primera Division"
"13.09.2015","Mineros",1,,"Dep. Tachira",1,,"Primera Division"
"13.09.2015","Petare",1,,"Llaneros",1,,"Primera Division"
"13.09.2015","Carabobo",1,,"Caracas",1,,"Primera Division"
"13.09.2015","Portuguesa",1,,"Zamora",2,,"Primera Division"
"13.09.2015","Urena",0,,"Metropolitanos",0,,"Primera Division"
"12.09.2015","Estudiantes Caracas",2,,"Dep. Anzoategui",0,,"Primera Division"
"11.09.2015","Zulia",1,,"La Guaira",1,,"Primera Division"
"03.09.2015","Tucanes",0,,"La Guaira",5,,"Primera Division"
"01.09.2015","Metropolitanos",0,,"Estudiantes Caracas",1,,"Primera Division"
"30.08.2015","Zamora",1,,"Zulia",0,,"Primera Division"
"30.08.2015","Caracas",2,,"Portuguesa",1,,"Primera Division"
"30.08.2015","Dep. Tachira",0,,"Atl. Venezuela",0,,"Primera Division"
"30.08.2015","Llaneros",1,,"Aragua",0,,"Primera Division"
"30.08.2015","Lara",2,,"Urena",1,,"Primera Division"
"30.08.2015","Tucanes",1,,"Carabobo",0,,"Primera Division"
"29.08.2015","Dep. Anzoategui",3,,"Estudiantes Merida",2,,"Primera Division"
"29.08.2015","Trujillanos",3,,"Petare",0,,"Primera Division"
"23.08.2015","Carabobo",0,,"Llaneros",0,,"Primera Division"
"23.08.2015","Aragua",4,,"Trujillanos",1,,"Primera Division"
"23.08.2015","Dep. Tachira",0,,"Lara",0,,"Primera Division"
"23.08.2015","Atl. Venezuela",0,,"La Guaira",2,,"Primera Division"
"23.08.2015","Estudiantes Merida",0,,"Metropolitanos",1,,"Primera Division"
"23.08.2015","Mineros",3,,"Zamora",2,,"Primera Division"
"23.08.2015","Petare",0,,"Dep. Anzoategui",1,,"Primera Division"
"23.08.2015","Portuguesa",4,,"Tucanes",0,,"Primera Division"
"23.08.2015","Zulia",0,,"Caracas",0,,"Primera Division"
"22.08.2015","Estudiantes Caracas",3,,"Urena",3,,"Primera Division"
"17.08.2015","Metropolitanos",0,,"Petare",1,,"Primera Division"
"16.08.2015","Zamora",3,,"Atl. Venezuela",0,,"Primera Division"
"16.08.2015","Caracas",0,,"Mineros",0,,"Primera Division"
"16.08.2015","Llaneros",0,,"Portuguesa",1,,"Primera Division"
"16.08.2015","Lara",3,,"Estudiantes Caracas",1,,"Primera Division"
"16.08.2015","Tucanes",0,,"Zulia",2,,"Primera Division"
"16.08.2015","Urena",1,,"Estudiantes Merida",0,,"Primera Division"
"15.08.2015","Dep. Anzoategui",0,,"Aragua",1,,"Primera Division"
"15.08.2015","La Guaira",2,,"Dep. Tachira",0,,"Primera Division"
"09.08.2015","Aragua",1,,"Metropolitanos",0,,"Primera Division"
"09.08.2015","Dep. Tachira",2,,"Zamora",1,,"Primera Division"
"09.08.2015","Atl. Venezuela",0,,"Caracas",0,,"Primera Division"
"09.08.2015","Estudiantes Merida",1,,"Estudiantes Caracas",1,,"Primera Division"
"09.08.2015","Mineros",4,,"Tucanes",2,,"Primera Division"
"09.08.2015","Petare",1,,"Urena",1,,"Primera Division"
"09.08.2015","Zulia",3,,"Llaneros",3,,"Primera Division"
"09.08.2015","Portuguesa",1,,"Trujillanos",1,,"Primera Division"
"08.08.2015","Carabobo",4,,"Dep. Anzoategui",0,,"Primera Division"
"02.08.2015","Zamora",1,,"La Guaira",1,,"Primera Division"
"02.08.2015","Caracas",0,,"Dep. Tachira",0,,"Primera Division"
"02.08.2015","Llaneros",2,,"Mineros",1,,"Primera Division"
"02.08.2015","Urena",1,,"Aragua",1,,"Primera Division"
"02.08.2015","Lara",2,,"Estudiantes Merida",0,,"Primera Division"
"02.08.2015","Tucanes",0,,"Atl. Venezuela",0,,"Primera Division"
"01.08.2015","Dep. Anzoategui",3,,"Portuguesa",0,,"Primera Division"
"01.08.2015","Metropolitanos",1,,"Carabobo",1,,"Primera Division"
"01.08.2015","Estudiantes Caracas",2,,"Petare",2,,"Primera Division"
"01.08.2015","Trujillanos",2,,"Zulia",2,,"Primera Division"
"26.07.2015","Zamora",4,,"Lara",2,,"Primera Division"
"26.07.2015","Aragua",1,,"Estudiantes Caracas",1,,"Primera Division"
"26.07.2015","Dep. Tachira",1,,"Tucanes",1,,"Primera Division"
"26.07.2015","Atl. Venezuela",3,,"Llaneros",1,,"Primera Division"
"26.07.2015","Carabobo",0,,"Urena",0,,"Primera Division"
"26.07.2015","Mineros",3,,"Trujillanos",1,,"Primera Division"
"26.07.2015","Petare",0,,"Estudiantes Merida",1,,"Primera Division"
"26.07.2015","Zulia",1,,"Dep. Anzoategui",0,,"Primera Division"
"26.07.2015","Portuguesa",2,,"Metropolitanos",0,,"Primera Division"
"25.07.2015","La Guaira",0,,"Caracas",0,,"Primera Division"
"23.07.2015","Metropolitanos",0,,"Zulia",1,,"Primera Division"
"23.07.2015","Trujillanos",1,,"Atl. Venezuela",0,,"Primera Division"
"22.07.2015","Caracas",2,,"Zamora",0,,"Primera Division"
